当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:10:54:10    当前价格:7.320000 波动价格:-0.0008 初始波动:-0.38,比率0.0494%
当前时间:10:54:12    当前价格:7.320000 波动价格:0.0 初始波动:-0.38,比率0.0494%
当前时间:10:54:14    当前价格:7.320000 波动价格:0.0 初始波动:-0.38,比率0.0494%
当前时间:10:54:18    当前价格:7.320000 波动价格:0.0 初始波动:-0.38,比率0.0494%
当前时间:10:54:21    当前价格:7.331030 波动价格:0.01103 初始波动:-0.36897,比率0.0479%
当前时间:10:54:22    当前价格:7.320000 波动价格:-0.01103 初始波动:-0.38,比率0.0494%
当前时间:10:54:27    当前价格:7.320400 波动价格:0.0004 初始波动:-0.3796,比率0.0493%
当前时间:10:54:28    当前价格:7.320300 波动价格:-0.0001 初始波动:-0.3797,比率0.0493%
当前时间:10:54:34    当前价格:7.320090 波动价格:-0.00021 初始波动:-0.37991,比率0.0493%
当前时间:10:54:35    当前价格:7.320300 波动价格:0.00021 初始波动:-0.3797,比率0.0493%
当前时间:10:54:37    当前价格:7.321000 波动价格:0.0007 初始波动:-0.379,比率0.0492%
当前时间:10:54:41    当前价格:7.320090 波动价格:-0.00091 初始波动:-0.37991,比率0.0493%
当前时间:10:54:45    当前价格:7.331000 波动价格:0.01091 初始波动:-0.369,比率0.0479%
当前时间:10:54:48    当前价格:7.330000 波动价格:-0.001 初始波动:-0.37,比率0.0481%
当前时间:10:54:54    当前价格:7.321000 波动价格:-0.009 初始波动:-0.379,比率0.0492%
当前时间:10:54:56    当前价格:7.329000 波动价格:0.008 初始波动:-0.371,比率0.0482%
当前时间:10:55:01    当前价格:7.330000 波动价格:0.001 初始波动:-0.37,比率0.0481%
当前时间:10:55:02    当前价格:7.330000 波动价格:0.0 初始波动:-0.37,比率0.0481%
当前时间:10:55:03    当前价格:7.331020 波动价格:0.00102 初始波动:-0.36898,比率0.0479%
当前时间:10:55:04    当前价格:7.330000 波动价格:-0.00102 初始波动:-0.37,比率0.0481%
当前时间:10:55:05    当前价格:7.330000 波动价格:0.0 初始波动:-0.37,比率0.0481%
当前时间:10:55:08    当前价格:7.330990 波动价格:0.00099 初始波动:-0.36901,比率0.0479%
当前时间:10:55:09    当前价格:7.331000 波动价格:1e-05 初始波动:-0.369,比率0.0479%
当前时间:10:55:10    当前价格:7.333000 波动价格:0.002 初始波动:-0.367,比率0.0477%
当前时间:10:55:11    当前价格:7.333090 波动价格:9e-05 初始波动:-0.36691,比率0.0477%
当前时间:10:55:15    当前价格:7.331020 波动价格:-0.00207 初始波动:-0.36898,比率0.0479%
当前时间:10:55:21    当前价格:7.333090 波动价格:0.00207 初始波动:-0.36691,比率0.0477%
当前时间:10:55:23    当前价格:7.331020 波动价格:-0.00207 初始波动:-0.36898,比率0.0479%
当前时间:10:55:26    当前价格:7.333090 波动价格:0.00207 初始波动:-0.36691,比率0.0477%
当前时间:10:55:28    当前价格:7.340000 波动价格:0.00691 初始波动:-0.36,比率0.0468%
当前时间:10:55:31    当前价格:7.340000 波动价格:0.0 初始波动:-0.36,比率0.0468%
当前时间:10:55:32    当前价格:7.340000 波动价格:0.0 初始波动:-0.36,比率0.0468%
当前时间:10:55:33    当前价格:7.342000 波动价格:0.002 初始波动:-0.358,比率0.0465%
当前时间:10:55:34    当前价格:7.340000 波动价格:-0.002 初始波动:-0.36,比率0.0468%
当前时间:10:55:36    当前价格:7.340000 波动价格:0.0 初始波动:-0.36,比率0.0468%
当前时间:10:55:37    当前价格:7.342000 波动价格:0.002 初始波动:-0.358,比率0.0465%
当前时间:10:55:39    当前价格:7.342000 波动价格:0.0 初始波动:-0.358,比率0.0465%
当前时间:10:55:42    当前价格:7.349900 波动价格:0.0079 初始波动:-0.3501,比率0.0455%
当前时间:10:55:44    当前价格:7.350001 波动价格:0.000101 初始波动:-0.349999,比率0.0455%
当前时间:10:55:45    当前价格:7.348000 波动价格:-0.002001 初始波动:-0.352,比率0.0457%
当前时间:10:55:49    当前价格:7.349800 波动价格:0.0018 初始波动:-0.3502,比率0.0455%
当前时间:10:55:51    当前价格:7.349800 波动价格:0.0 初始波动:-0.3502,比率0.0455%
当前时间:10:55:53    当前价格:7.348000 波动价格:-0.0018 初始波动:-0.352,比率0.0457%
当前时间:10:55:56    当前价格:7.349800 波动价格:0.0018 初始波动:-0.3502,比率0.0455%
当前时间:10:55:59    当前价格:7.347000 波动价格:-0.0028 初始波动:-0.353,比率0.0458%
当前时间:10:56:00    当前价格:7.347000 波动价格:0.0 初始波动:-0.353,比率0.0458%
当前时间:10:56:01    当前价格:7.347000 波动价格:0.0 初始波动:-0.353,比率0.0458%
当前时间:10:56:03    当前价格:7.349800 波动价格:0.0028 初始波动:-0.3502,比率0.0455%
当前时间:10:56:04    当前价格:7.350000 波动价格:0.0002 初始波动:-0.35,比率0.0455%
当前时间:10:56:06    当前价格:7.347000 波动价格:-0.003 初始波动:-0.353,比率0.0458%
当前时间:10:56:10    当前价格:7.350001 波动价格:0.003001 初始波动:-0.349999,比率0.0455%
当前时间:10:56:12    当前价格:7.350001 波动价格:0.0 初始波动:-0.349999,比率0.0455%
当前时间:10:56:13    当前价格:7.350001 波动价格:0.0 初始波动:-0.349999,比率0.0455%
当前时间:10:56:18    当前价格:7.350002 波动价格:1e-06 初始波动:-0.349998,比率0.0455%
当前时间:10:56:19    当前价格:7.350002 波动价格:0.0 初始波动:-0.349998,比率0.0455%
当前时间:10:56:24    当前价格:7.350002 波动价格:0.0 初始波动:-0.349998,比率0.0455%
当前时间:10:56:26    当前价格:7.351000 波动价格:0.000998 初始波动:-0.349,比率0.0453%
当前时间:10:56:27    当前价格:7.351000 波动价格:0.0 初始波动:-0.349,比率0.0453%
当前时间:10:56:31    当前价格:7.351000 波动价格:0.0 初始波动:-0.349,比率0.0453%
当前时间:10:56:32    当前价格:7.351000 波动价格:0.0 初始波动:-0.349,比率0.0453%
当前时间:10:56:36    当前价格:7.351001 波动价格:1e-06 初始波动:-0.348999,比率0.0453%
当前时间:10:56:42    当前价格:7.352000 波动价格:0.000999 初始波动:0.002,比率0.0003%
当前时间:10:56:45    当前价格:7.352000 波动价格:0.0 初始波动:0.002,比率0.0003%
当前时间:10:56:46    当前价格:7.352010 波动价格:1e-05 初始波动:0.00201,比率0.0003%
当前时间:10:56:50    当前价格:7.352010 波动价格:0.0 初始波动:0.00201,比率0.0003%
当前时间:10:56:52    当前价格:7.352000 波动价格:-1e-05 初始波动:0.002,比率0.0003%
当前时间:10:56:54    当前价格:7.352010 波动价格:1e-05 初始波动:0.00201,比率0.0003%
当前时间:10:56:55    当前价格:7.352020 波动价格:1e-05 初始波动:0.00202,比率0.0003%
当前时间:10:56:57    当前价格:7.352010 波动价格:-1e-05 初始波动:0.00201,比率0.0003%
当前时间:10:56:59    当前价格:7.353000 波动价格:0.00099 初始波动:0.003,比率0.0004%
当前时间:10:57:00    当前价格:7.352020 波动价格:-0.00098 初始波动:0.00202,比率0.0003%
当前时间:10:57:03    当前价格:7.352020 波动价格:0.0 初始波动:0.00202,比率0.0003%
当前时间:10:57:05    当前价格:7.352040 波动价格:2e-05 初始波动:0.00204,比率0.0003%
当前时间:10:57:08    当前价格:7.352010 波动价格:-3e-05 初始波动:0.00201,比率0.0003%
当前时间:10:57:09    当前价格:7.352010 波动价格:0.0 初始波动:0.00201,比率0.0003%
当前时间:10:57:11    当前价格:7.352020 波动价格:1e-05 初始波动:0.00202,比率0.0003%
当前时间:10:57:13    当前价格:7.352020 波动价格:0.0 初始波动:0.00202,比率0.0003%
当前时间:10:57:15    当前价格:7.352020 波动价格:0.0 初始波动:0.00202,比率0.0003%
当前时间:10:57:18    当前价格:7.352040 波动价格:2e-05 初始波动:0.00204,比率0.0003%
当前时间:10:57:19    当前价格:7.353000 波动价格:0.00096 初始波动:0.003,比率0.0004%
当前时间:10:57:20    当前价格:7.353000 波动价格:0.0 初始波动:0.003,比率0.0004%
当前时间:10:57:21    当前价格:7.353000 波动价格:0.0 初始波动:0.003,比率0.0004%
当前时间:10:57:23    当前价格:7.353000 波动价格:0.0 初始波动:0.003,比率0.0004%
当前时间:10:57:24    当前价格:7.354990 波动价格:0.00199 初始波动:0.00499,比率0.0007%
当前时间:10:57:25    当前价格:7.353000 波动价格:-0.00199 初始波动:0.003,比率0.0004%
当前时间:10:57:27    当前价格:7.355000 波动价格:0.002 初始波动:0.005,比率0.0007%
当前时间:10:57:29    当前价格:7.355000 波动价格:0.0 初始波动:0.005,比率0.0007%
当前时间:10:57:31    当前价格:7.355000 波动价格:0.0 初始波动:0.005,比率0.0007%
当前时间:10:57:32    当前价格:7.355000 波动价格:0.0 初始波动:0.005,比率0.0007%
当前时间:10:57:35    当前价格:7.355000 波动价格:0.0 初始波动:0.005,比率0.0007%
当前时间:10:57:37    当前价格:7.356000 波动价格:0.001 初始波动:0.006,比率0.0008%
当前时间:10:57:39    当前价格:7.356000 波动价格:0.0 初始波动:0.006,比率0.0008%
当前时间:10:57:40    当前价格:7.356000 波动价格:0.0 初始波动:0.006,比率0.0008%
当前时间:10:57:44    当前价格:7.368000 波动价格:0.012 初始波动:0.018,比率0.0024%
当前时间:10:57:46    当前价格:7.369000 波动价格:0.001 初始波动:0.019,比率0.0026%
当前时间:10:57:49    当前价格:7.368000 波动价格:-0.001 初始波动:0.018,比率0.0024%
当前时间:10:57:50    当前价格:7.369000 波动价格:0.001 初始波动:0.019,比率0.0026%
当前时间:10:57:54    当前价格:7.369000 波动价格:0.0 初始波动:0.019,比率0.0026%
当前时间:10:57:57    当前价格:7.369010 波动价格:1e-05 初始波动:0.01901,比率0.0026%
当前时间:10:57:59    当前价格:7.369010 波动价格:0.0 初始波动:0.01901,比率0.0026%
当前时间:10:58:01    当前价格:7.369000 波动价格:-1e-05 初始波动:0.019,比率0.0026%
当前时间:10:58:02    当前价格:7.369010 波动价格:1e-05 初始波动:0.01901,比率0.0026%
当前时间:10:58:03    当前价格:7.369020 波动价格:1e-05 初始波动:0.01902,比率0.0026%
当前时间:10:58:05    当前价格:7.369020 波动价格:0.0 初始波动:0.01902,比率0.0026%
当前时间:10:58:06    当前价格:7.369000 波动价格:-2e-05 初始波动:0.019,比率0.0026%
当前时间:10:58:08    当前价格:7.369020 波动价格:2e-05 初始波动:0.01902,比率0.0026%
当前时间:10:58:12    当前价格:7.369010 波动价格:-1e-05 初始波动:0.01901,比率0.0026%
当前时间:10:58:13    当前价格:7.369030 波动价格:2e-05 初始波动:0.01903,比率0.0026%
当前时间:10:58:16    当前价格:7.369030 波动价格:0.0 初始波动:0.01903,比率0.0026%
当前时间:10:58:17    当前价格:7.369030 波动价格:0.0 初始波动:0.01903,比率0.0026%
当前时间:10:58:19    当前价格:7.369030 波动价格:0.0 初始波动:0.01903,比率0.0026%
当前时间:10:58:20    当前价格:7.369090 波动价格:6e-05 初始波动:0.01909,比率0.0026%
当前时间:10:58:26    当前价格:7.369030 波动价格:-6e-05 初始波动:0.01903,比率0.0026%
当前时间:10:58:27    当前价格:7.370000 波动价格:0.00097 初始波动:0.02,比率0.0027%
当前时间:10:58:29    当前价格:7.370000 波动价格:0.0 初始波动:0.02,比率0.0027%
当前时间:10:58:30    当前价格:7.369090 波动价格:-0.00091 初始波动:0.01909,比率0.0026%
当前时间:10:58:32    当前价格:7.369090 波动价格:0.0 初始波动:0.01909,比率0.0026%
当前时间:10:58:33    当前价格:7.370000 波动价格:0.00091 初始波动:0.02,比率0.0027%
当前时间:10:58:38    当前价格:7.370400 波动价格:0.0004 初始波动:0.0204,比率0.0028%
当前时间:10:58:40    当前价格:7.375000 波动价格:0.0046 初始波动:0.025,比率0.0034%
当前时间:10:58:41    当前价格:7.370400 波动价格:-0.0046 初始波动:0.0204,比率0.0028%
当前时间:10:58:48    当前价格:7.380000 波动价格:0.0096 初始波动:0.03,比率0.0041%
当前时间:10:58:49    当前价格:7.370400 波动价格:-0.0096 初始波动:0.0204,比率0.0028%
当前时间:10:58:54    当前价格:7.400000 波动价格:0.0296 初始波动:0.05,比率0.0068%
当前时间:10:58:55    当前价格:7.400000 波动价格:0.0 初始波动:0.05,比率0.0068%
当前时间:10:58:57    当前价格:7.380000 波动价格:-0.02 初始波动:0.03,比率0.0041%
当前时间:10:58:59    当前价格:7.400000 波动价格:0.02 初始波动:0.05,比率0.0068%
当前时间:10:59:00    当前价格:7.381000 波动价格:-0.019 初始波动:0.031,比率0.0042%
当前时间:10:59:03    当前价格:7.400000 波动价格:0.019 初始波动:0.05,比率0.0068%
当前时间:10:59:05    当前价格:7.400000 波动价格:0.0 初始波动:0.05,比率0.0068%
当前时间:10:59:07    当前价格:7.400000 波动价格:0.0 初始波动:0.05,比率0.0068%
当前时间:10:59:09    当前价格:7.400000 波动价格:0.0 初始波动:0.05,比率0.0068%
当前时间:10:59:11    当前价格:7.410000 波动价格:0.01 初始波动:0.06,比率0.0082%
当前时间:10:59:13    当前价格:7.400000 波动价格:-0.01 初始波动:0.05,比率0.0068%
当前时间:10:59:15    当前价格:7.410000 波动价格:0.01 初始波动:0.06,比率0.0082%
当前时间:10:59:17    当前价格:7.410000 波动价格:0.0 初始波动:0.06,比率0.0082%
当前时间:10:59:18    当前价格:7.410000 波动价格:0.0 初始波动:0.06,比率0.0082%
当前时间:10:59:24    当前价格:7.445000 波动价格:0.035 初始波动:0.095,比率0.0129%
当前时间:10:59:28    当前价格:7.411000 波动价格:-0.034 初始波动:0.061,比率0.0083%
当前时间:10:59:33    当前价格:7.420000 波动价格:0.009 初始波动:0.07,比率0.0095%
当前时间:10:59:35    当前价格:7.420000 波动价格:0.0 初始波动:0.07,比率0.0095%
当前时间:10:59:38    当前价格:7.420000 波动价格:0.0 初始波动:0.07,比率0.0095%
当前时间:10:59:42    当前价格:7.411000 波动价格:-0.009 初始波动:0.061,比率0.0083%
当前时间:10:59:43    当前价格:7.420000 波动价格:0.009 初始波动:0.07,比率0.0095%
当前时间:10:59:44    当前价格:7.400000 波动价格:-0.02 初始波动:0.05,比率0.0068%
当前时间:10:59:45    当前价格:7.411100 波动价格:0.0111 初始波动:0.0611,比率0.0083%
当前时间:10:59:46    当前价格:7.400000 波动价格:-0.0111 初始波动:0.05,比率0.0068%
当前时间:10:59:47    当前价格:7.380000 波动价格:-0.02 初始波动:0.03,比率0.0041%
当前时间:10:59:48    当前价格:7.380000 波动价格:0.0 初始波动:0.03,比率0.0041%
当前时间:10:59:49    当前价格:7.380000 波动价格:0.0 初始波动:0.03,比率0.0041%
当前时间:10:59:50    当前价格:7.400000 波动价格:0.02 初始波动:0.05,比率0.0068%
当前时间:10:59:51    当前价格:7.400000 波动价格:0.0 初始波动:0.05,比率0.0068%
当前时间:10:59:52    当前价格:7.370400 波动价格:-0.0296 初始波动:0.0204,比率0.0028%
当前时间:10:59:54    当前价格:7.380000 波动价格:0.0096 初始波动:0.03,比率0.0041%
当前时间:10:59:57    当前价格:7.370400 波动价格:-0.0096 初始波动:0.0204,比率0.0028%
当前时间:11:00:00    当前价格:7.370400 波动价格:0.0 初始波动:0.0204,比率0.0028%
当前时间:11:00:02    当前价格:7.370400 波动价格:0.0 初始波动:0.0204,比率0.0028%
当前时间:11:00:03    当前价格:7.370400 波动价格:0.0 初始波动:0.0204,比率0.0028%
当前时间:11:00:04    当前价格:7.370400 波动价格:0.0 初始波动:0.0204,比率0.0028%
当前时间:11:00:05    当前价格:7.370000 波动价格:-0.0004 初始波动:0.02,比率0.0027%
当前时间:11:00:06    当前价格:7.370000 波动价格:0.0 初始波动:0.02,比率0.0027%
当前时间:11:00:07    当前价格:7.370000 波动价格:0.0 初始波动:0.02,比率0.0027%
当前时间:11:00:09    当前价格:7.370000 波动价格:0.0 初始波动:0.02,比率0.0027%
当前时间:11:00:11    当前价格:7.369090 波动价格:-0.00091 初始波动:0.01909,比率0.0026%
当前时间:11:00:14    当前价格:7.369010 波动价格:-8e-05 初始波动:0.01901,比率0.0026%
当前时间:11:00:15    当前价格:7.351000 波动价格:-0.01801 初始波动:0.001,比率0.0001%
当前时间:11:00:17    当前价格:7.351000 波动价格:0.0 初始波动:0.001,比率0.0001%
当前时间:11:00:18    当前价格:7.350000 波动价格:-0.001 初始波动:0.0,比率0.0%
当前时间:11:00:19    当前价格:7.350000 波动价格:0.0 初始波动:0.0,比率0.0%
当前时间:11:00:23    当前价格:7.347000 波动价格:-0.003 初始波动:-0.003,比率0.0004%
当前时间:11:00:24    当前价格:7.347000 波动价格:0.0 初始波动:-0.003,比率0.0004%
当前时间:11:00:28    当前价格:7.340000 波动价格:-0.007 初始波动:-0.01,比率0.0014%
当前时间:11:00:29    当前价格:7.320000 波动价格:-0.02 初始波动:-0.03,比率0.0041%
当前时间:11:00:31    当前价格:7.320000 波动价格:0.0 初始波动:-0.03,比率0.0041%
当前时间:11:00:39    当前价格:7.321000 波动价格:0.001 初始波动:-0.029,比率0.0039%
当前时间:11:00:40    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:43    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:45    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:47    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:49    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:54    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:00:57    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:01:01    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:03    当前价格:7.321000 波动价格:0.000999 初始波动:-0.029,比率0.0039%
当前时间:11:01:04    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:06    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:01:09    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:01:16    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:01:18    当前价格:7.321000 波动价格:0.000999 初始波动:-0.029,比率0.0039%
当前时间:11:01:19    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:20    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:01:22    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:01:25    当前价格:7.321000 波动价格:0.000999 初始波动:-0.029,比率0.0039%
当前时间:11:01:27    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:28    当前价格:7.321000 波动价格:0.000999 初始波动:-0.029,比率0.0039%
当前时间:11:01:29    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:01:31    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:01:32    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:01:33    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:01:37    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:41    当前价格:7.321000 波动价格:0.000999 初始波动:-0.029,比率0.0039%
当前时间:11:01:42    当前价格:7.321010 波动价格:1e-05 初始波动:-0.02899,比率0.0039%
当前时间:11:01:44    当前价格:7.321000 波动价格:-1e-05 初始波动:-0.029,比率0.0039%
当前时间:11:01:45    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:01:48    当前价格:7.321010 波动价格:0.001009 初始波动:-0.02899,比率0.0039%
当前时间:11:01:59    当前价格:7.321000 波动价格:-1e-05 初始波动:-0.029,比率0.0039%
当前时间:11:02:02    当前价格:7.321040 波动价格:4e-05 初始波动:-0.02896,比率0.0039%
当前时间:11:02:05    当前价格:7.321000 波动价格:-4e-05 初始波动:-0.029,比率0.0039%
当前时间:11:02:09    当前价格:7.321030 波动价格:3e-05 初始波动:-0.02897,比率0.0039%
当前时间:11:02:16    当前价格:7.321000 波动价格:-3e-05 初始波动:-0.029,比率0.0039%
当前时间:11:02:17    当前价格:7.321020 波动价格:2e-05 初始波动:-0.02898,比率0.0039%
当前时间:11:02:19    当前价格:7.321020 波动价格:0.0 初始波动:-0.02898,比率0.0039%
当前时间:11:02:21    当前价格:7.321030 波动价格:1e-05 初始波动:-0.02897,比率0.0039%
当前时间:11:02:25    当前价格:7.321010 波动价格:-2e-05 初始波动:-0.02899,比率0.0039%
当前时间:11:02:27    当前价格:7.321030 波动价格:2e-05 初始波动:-0.02897,比率0.0039%
当前时间:11:02:28    当前价格:7.321010 波动价格:-2e-05 初始波动:-0.02899,比率0.0039%
当前时间:11:02:32    当前价格:7.321010 波动价格:0.0 初始波动:-0.02899,比率0.0039%
当前时间:11:02:35    当前价格:7.321010 波动价格:0.0 初始波动:-0.02899,比率0.0039%
当前时间:11:02:37    当前价格:7.321020 波动价格:1e-05 初始波动:-0.02898,比率0.0039%
当前时间:11:02:38    当前价格:7.321010 波动价格:-1e-05 初始波动:-0.02899,比率0.0039%
当前时间:11:02:39    当前价格:7.321020 波动价格:1e-05 初始波动:-0.02898,比率0.0039%
当前时间:11:02:40    当前价格:7.321020 波动价格:0.0 初始波动:-0.02898,比率0.0039%
当前时间:11:02:41    当前价格:7.321010 波动价格:-1e-05 初始波动:-0.02899,比率0.0039%
当前时间:11:02:45    当前价格:7.321000 波动价格:-1e-05 初始波动:-0.029,比率0.0039%
当前时间:11:02:48    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:02:50    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:02:55    当前价格:7.321020 波动价格:2e-05 初始波动:-0.02898,比率0.0039%
当前时间:11:02:57    当前价格:7.321020 波动价格:0.0 初始波动:-0.02898,比率0.0039%
当前时间:11:03:06    当前价格:7.321020 波动价格:0.0 初始波动:-0.02898,比率0.0039%
当前时间:11:03:07    当前价格:7.321020 波动价格:0.0 初始波动:-0.02898,比率0.0039%
当前时间:11:03:08    当前价格:7.321000 波动价格:-2e-05 初始波动:-0.029,比率0.0039%
当前时间:11:03:13    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:03:15    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:03:18    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:03:20    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:03:21    当前价格:7.321000 波动价格:0.0 初始波动:-0.029,比率0.0039%
当前时间:11:03:26    当前价格:7.320001 波动价格:-0.000999 初始波动:-0.029999,比率0.0041%
当前时间:11:03:28    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:03:29    当前价格:7.320001 波动价格:0.0 初始波动:-0.029999,比率0.0041%
当前时间:11:03:31    当前价格:7.320000 波动价格:-1e-06 初始波动:-0.03,比率0.0041%
当前时间:11:03:33    当前价格:7.320001 波动价格:1e-06 初始波动:-0.029999,比率0.0041%
当前时间:11:03:34    当前价格:7.320000 波动价格:-1e-06 初始波动:-0.03,比率0.0041%
当前时间:11:03:36    当前价格:7.320000 波动价格:0.0 初始波动:-0.03,比率0.0041%
当前时间:11:03:44    当前价格:7.318000 波动价格:-0.002 初始波动:-0.032,比率0.0044%
当前时间:11:03:46    当前价格:7.320000 波动价格:0.002 初始波动:-0.03,比率0.0041%
当前时间:11:03:50    当前价格:7.315000 波动价格:-0.005 初始波动:-0.035,比率0.0048%
当前时间:11:03:52    当前价格:7.290010 波动价格:-0.02499 初始波动:-0.05999,比率0.0082%
当前时间:11:03:55    当前价格:7.290010 波动价格:0.0 初始波动:-0.05999,比率0.0082%
当前时间:11:04:07    当前价格:7.290010 波动价格:0.0 初始波动:-0.05999,比率0.0082%
当前时间:11:04:09    当前价格:7.290010 波动价格:0.0 初始波动:-0.05999,比率0.0082%
当前时间:11:04:18    当前价格:7.290010 波动价格:0.0 初始波动:-0.05999,比率0.0082%
当前时间:11:04:22    当前价格:7.290000 波动价格:-1e-05 初始波动:-0.06,比率0.0082%
当前时间:11:04:23    当前价格:7.280000 波动价格:-0.01 初始波动:-0.07,比率0.0095%
当前时间:11:04:25    当前价格:7.290010 波动价格:0.01001 初始波动:-0.05999,比率0.0082%
当前时间:11:04:26    当前价格:7.280000 波动价格:-0.01001 初始波动:-0.07,比率0.0095%
当前时间:11:04:31    当前价格:7.250001 波动价格:-0.029999 初始波动:-0.099999,比率0.0136%
当前时间:11:04:33    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:04:34    当前价格:7.280000 波动价格:0.029999 初始波动:-0.07,比率0.0095%
当前时间:11:04:36    当前价格:7.250001 波动价格:-0.029999 初始波动:-0.099999,比率0.0136%
当前时间:11:04:41    当前价格:7.270000 波动价格:0.019999 初始波动:-0.08,比率0.0109%
当前时间:11:04:51    当前价格:7.250100 波动价格:-0.0199 初始波动:-0.0999,比率0.0136%
当前时间:11:04:54    当前价格:7.250001 波动价格:-9.9e-05 初始波动:-0.099999,比率0.0136%
当前时间:11:04:56    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:04:57    当前价格:7.250100 波动价格:9.9e-05 初始波动:-0.0999,比率0.0136%
当前时间:11:04:58    当前价格:7.250200 波动价格:0.0001 初始波动:-0.0998,比率0.0136%
当前时间:11:04:59    当前价格:7.250001 波动价格:-0.000199 初始波动:-0.099999,比率0.0136%
当前时间:11:05:02    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:05:07    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:05:09    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:05:11    当前价格:7.250000 波动价格:-1e-06 初始波动:-0.1,比率0.0136%
当前时间:11:05:19    当前价格:7.250001 波动价格:1e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:05:21    当前价格:7.250002 波动价格:1e-06 初始波动:-0.099998,比率0.0136%
当前时间:11:05:28    当前价格:7.250001 波动价格:-1e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:05:32    当前价格:7.250002 波动价格:1e-06 初始波动:-0.099998,比率0.0136%
当前时间:11:05:33    当前价格:7.250001 波动价格:-1e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:05:35    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:05:36    当前价格:7.250003 波动价格:2e-06 初始波动:-0.099997,比率0.0136%
当前时间:11:05:38    当前价格:7.250001 波动价格:-2e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:05:42    当前价格:7.250010 波动价格:9e-06 初始波动:-0.09999,比率0.0136%
当前时间:11:05:44    当前价格:7.250200 波动价格:0.00019 初始波动:-0.0998,比率0.0136%
当前时间:11:05:50    当前价格:7.260000 波动价格:0.0098 初始波动:-0.09,比率0.0122%
当前时间:11:05:53    当前价格:7.250500 波动价格:-0.0095 初始波动:-0.0995,比率0.0135%
当前时间:11:05:54    当前价格:7.260001 波动价格:0.009501 初始波动:-0.089999,比率0.0122%
当前时间:11:05:57    当前价格:7.260001 波动价格:0.0 初始波动:-0.089999,比率0.0122%
当前时间:11:06:00    当前价格:7.260000 波动价格:-1e-06 初始波动:-0.09,比率0.0122%
